time,q,w,ref,error,integral,torque_unsat,torque_cmd,load
0.0,0.0,0.0,0.5235987755982988,0.5235987755982988,0.0,0.0,0.0,0.0
0.001,0.00015,0.15,0.5235987755982988,0.5234487755982988,0.0005233328597818599,9.422608140372388,3.0,0.0
0.002,0.0004494,0.2994,0.5235987755982988,0.5231493755982988,0.0010476891927212741,9.263652438873061,3.0,0.0
0.003,0.0008976024,0.4482024,0.5235987755982988,0.5227011731982988,0.0015701836761074553,9.053471619331798,3.0,0.0
0.004,0.0014940119903999998,0.5964095904,0.5235987755982988,0.5221047636078988,0.0020920640517492987,8.866464201811924,3.0,0.0
0.005,0.0022380359424384,0.7440239520384,0.5235987755982988,0.5213607396558604,0.0026158714147504116,8.725920382613781,3.0,0.0
0.006,0.0031290837986686464,0.8910478562302464,0.5235987755982988,0.5204696917996302,0.0031383685203986095,8.527811001823471,3.0,0.0
0.007,0.004166567463473972,1.0374836648053254,0.5235987755982988,0.5194322081348248,0.0036587266504006224,8.315482545811939,3.0,0.0
0.008,0.005349901193620076,1.1833337301461042,0.5235987755982988,0.5182488744046787,0.0041784348322590195,8.130659049846045,3.0,0.0
0.009000000000000001,0.006678501588845596,1.3286003952255199,0.5235987755982988,0.5169202740094532,0.004696698368439528,7.932226666916028,3.0,0.0
0.01,0.008151787582490215,1.4732859936446179,0.5235987755982988,0.5154469880158086,0.005214363063708996,7.749715855898351,3.0,0.0
0.011,0.009769180432160254,1.6173928496700394,0.5235987755982988,0.5138295951661386,0.005729042632219968,7.5249342539850606,3.0,0.0
0.012,0.011530103710431613,1.7609232782713593,0.5235987755982988,0.5120686718878672,0.006242193475877672,7.327054733614011,3.0,0.0
0.013000000000000001,0.013433983295589886,1.903879585158274,0.5235987755982988,0.510164792302709,0.006754204525111548,7.13686197490969,3.0,0.0
0.014,0.015480247362407527,2.046264066817641,0.5235987755982988,0.5081185282358913,0.007263385613887969,6.9169210238550995,3.0,0.0
0.015,0.0176683263729579,2.1880790105503705,0.5235987755982988,0.5059304492253409,0.007771096163258553,6.72212848930565,3.0,0.0
0.016,0.019997653067466068,2.329326694508169,0.5235987755982988,0.5036011225308328,0.008277776486619638,6.535939890272184,3.0,0.0
0.017,0.022467662455196206,2.4700093877301366,0.5235987755982988,0.5011311131431027,0.008781055813385393,6.307741127440718,3.0,0.0
0.018000000000000002,0.02507779180537542,2.610129350179216,0.5235987755982988,0.4985209837929234,0.009283023709454724,6.117825982519051,3.0,0.0
0.019,0.02782748063815392,2.749688832778499,0.5235987755982988,0.4957712949601449,0.009780778100744,5.87632771349563,3.0,0.0
0.02,0.030716170715601305,2.888690077447385,0.5235987755982988,0.49288260488269753,0.010276592964280584,5.676423909145704,3.0,0.0
0.021,0.0337433060327389,3.027135317137595,0.5235987755982988,0.4898554695655599,0.010769636892008626,5.462210790627931,3.0,0.0
0.022,0.036908332808607947,3.1650267758690447,0.5235987755982988,0.48669044278969087,0.011260086584700383,5.251832520810021,3.0,0.0
0.023,0.04021069947737352,3.3023666687655684,0.5235987755982988,0.48338807612092527,0.011745710158909994,5.001920755524692,3.0,0.0
0.024,0.04364985667946403,3.439157202090506,0.5235987755982988,0.4799489189188348,0.012229233087443595,4.80171887652334,3.0,0.0
