time_s,q_ref_rad,q_true_rad,q_measured_rad,q_hat_rad,dq_true_rad_s,dq_raw_rad_s,dq_filtered_rad_s,dq_hat_rad_s,q_control_estimate_rad,dq_control_estimate_rad_s,q_estimation_error_rad,dq_estimation_error_rad_s,q_control_estimation_error_rad,dq_control_estimation_error_rad_s,y_hat_rad,innovation_rad,torque_unsat_nm,torque_cmd_nm,saturated
0.001,0.5235987755982988,0.3497156263071748,0.3483737204707123,0.13673070646743846,0.6497759083088757,0.0,0.0,7.33224230104661,0.3483737204707123,0.0,0.21298491983973633,-6.682466392737734,0.001341905836462487,0.6497759083088757,0.0,0.3483737204707123,5.692591912831449,3.0,True
0.002,0.5235987755982988,0.3504813753291941,0.34992556435634936,0.22773624094673595,0.7657490220192854,1.5518438856370609,0.15518438856370606,11.815308480324017,0.34992556435634936,1.5518438856370609,0.12274513438245815,-11.049559458304731,0.0005558109728447391,-0.7860948636177755,0.13673070646743846,0.2131948578889109,2.3440097382182636,2.3440097382182636,False
0.003,0.5235987755982988,0.3513958210054356,0.34882651840455264,0.28710289885380574,0.91444567624152,-1.0990459517967177,0.029761354527663708,14.414855595278517,0.34882651840455264,-1.0990459517967177,0.06429292215162985,-13.500409919036997,0.00256930260088295,2.0134916280382376,0.22773624094673595,0.1210902774578167,8.013707540550001,3.0,True
0.004,0.5235987755982988,0.3521803268530406,0.352613861602815,0.3271231701134706,0.7845058476050175,3.7873431982623496,0.4055195389011322,15.580786974393803,0.352613861602815,3.7873431982623496,0.02505715673957004,-14.796281126788784,-0.0004335347497743669,-3.002837350657332,0.28710289885380574,0.06551096274900925,-2.494480226876445,-2.494480226876445,False
0.005,0.5235987755982988,0.3531134531800601,0.3527373440944087,0.3527957127564514,0.9331263270194879,0.12348249159371827,0.3773158341703908,16.197101694622617,0.3527373440944087,0.12348249159371827,0.00031774042360871446,-15.263975367603129,0.00037610908565138823,0.8096438354257697,0.3271231701134706,0.025614173980938126,5.288389514077524,3.0,True
0.006,0.5235987755982988,0.35419459641226997,0.35285859367059774,0.3690604358712488,1.0811432322098733,0.12124957618903087,0.3517092083722548,16.284250542006678,0.35285859367059774,0.12124957618903087,-0.014865839458978847,-15.203107309796804,0.0013360027416722264,0.9598936560208424,0.3527957127564514,6.28809141463571e-05,5.289196103424931,3.0,True
0.007,0.5235987755982988,0.3554231554266685,0.35392236926845483,0.3794493275740005,1.2285590143985452,1.0637755978570862,0.42291584732073795,16.057721434754985,0.35392236926845483,1.0637755978570862,-0.024026172147331992,-14.82916242035644,0.001500786158213696,0.164783416541459,0.3690604358712488,-0.015138066602793987,3.2514662186513656,3.0,True
0.008,0.5235987755982988,0.35673283913602427,0.3556883018042559,0.3861968604859929,1.3096837093557527,1.7659325358010958,0.5572175161687737,15.588813214073232,0.3556883018042559,1.7659325358010958,-0.029464021349968617,-14.27912950471748,0.001044537331768347,-0.45624882644534304,0.3794493275740005,-0.023761025769744593,1.7017866825629189,1.7017866825629189,False
0.009000000000000001,0.5235987755982988,0.3581890104840066,0.35649926145850686,0.3901805264171611,1.4561713479823206,0.8109596542509312,0.5825917299769895,15.064998895692312,0.35649926145850686,0.8109596542509312,-0.031991515933154524,-13.608827547709993,0.0016897490254997316,0.6452116937313894,0.3861968604859929,-0.029697599027486032,3.705065025858657,3.0,True
0.01,0.5235987755982988,0.35975099035480596,0.35799186781217013,0.39264426912806594,1.5619798707993706,1.4926063536632728,0.6735931923456179,14.451958466363763,0.35799186781217013,1.4926063536632728,-0.03289327877325998,-12.889978595564392,0.001759122542635827,0.06937351713609785,0.3901805264171611,-0.03218865860499098,2.20785597178556,2.20785597178556,False
0.011,0.5235987755982988,0.361318182024135,0.3603793680696468,0.3944162915160521,1.567191669329065,2.3875002574766935,0.8449838988587255,13.739867237066825,0.3603793680696468,2.3875002574766935,-0.033098109491917105,-12.17267556773776,0.0009388139544881935,-0.8203085881476284,0.39264426912806594,-0.032264901058419115,0.22835538103456798,0.22835538103456798,False
0.012,0.5235987755982988,0.36299577696583435,0.3617673470500304,0.3953795549768123,1.6775949416993305,1.387978980383564,0.8992834070112093,13.1277453839722,0.3617673470500304,1.387978980383564,-0.03238377801097797,-11.45015044227287,0.0012284299158039635,0.2896159613157665,0.3944162915160521,-0.032648944466021734,2.3075675703865306,2.3075675703865306,False
0.013000000000000001,0.5235987755982988,0.3648045767021839,0.3629398147848682,0.39582461201525343,1.8087997363495896,1.172467734837812,0.9266018397938697,12.543623381029807,0.3629398147848682,1.172467734837812,-0.031020035313069516,-10.734823644680217,0.001864761917315716,0.6363320015117775,0.3953795549768123,-0.03243974019194412,2.727507889114383,2.727507889114383,False
0.014,0.5235987755982988,0.36667467420213606,0.3647299843291398,0.3961797322735498,1.8700974999521656,1.7901695442715804,1.0129586102416408,11.92036099403911,0.3647299843291398,1.7901695442715804,-0.029505058071413737,-10.050263494086943,0.0019446898729962858,0.0799279556805852,0.39582461201525343,-0.03109462768611365,1.3565352447543146,1.3565352447543146,False
0.015,0.5235987755982988,0.36857067248741876,0.3668151001846719,0.39657392093275323,1.8959982852827055,2.085115855532116,1.1201743347706883,11.300206880913624,0.3668151001846719,2.085115855532116,-0.028003248445334472,-9.40420859563092,0.0017555723027468662,-0.18911757024941034,0.3961797322735498,-0.029364632088877907,0.6619397347557934,0.6619397347557934,False
0.016,0.5235987755982988,0.3705835287793934,0.36803484035481054,0.3967185178571889,2.0128562919746344,1.21974017013865,1.1301309183074846,10.790460386233834,0.36803484035481054,1.21974017013865,-0.026134989077795545,-8.7776040942592,0.0025486884245828345,0.7931161218359843,0.39657392093275323,-0.028539080577942688,2.4615150626278344,2.4615150626278344,False
0.017,0.5235987755982988,0.37260412752373023,0.37023119020569084,0.39710498632901114,2.02059874433686,2.196349850880297,1.236752811564766,10.216650309793993,0.37023119020569084,2.196349850880297,-0.024500858805280912,-8.196051565457132,0.002372937318039392,-0.17575110654343717,0.3967185178571889,-0.026487327651498083,0.31455215100730705,0.31455215100730705,False
0.018000000000000002,0.5235987755982988,0.37455730352877803,0.3730825747888392,0.39784819319460785,1.953176005047773,2.8513845831483753,1.398215988723127,9.620991771293662,0.3730825747888392,2.8513845831483753,-0.023290889665829817,-7.667815766245889,0.0014747287399388131,-0.8982085781006024,0.39710498632901114,-0.02402241154017193,-1.1702409804066916,-1.1702409804066916,False
0.019,0.5235987755982988,0.3766013930944673,0.37444343581090267,0.3983181580520709,2.044089565689253,1.3608610220634532,1.3944804920571596,9.19822056280284,0.37444343581090267,1.3608610220634532,-0.021716764957603607,-7.154130997113587,0.0021579572835646044,0.6832285436257997,0.39784819319460785,-0.023404757383705177,1.9533898320340466,1.9533898320340466,False
0.02,0.5235987755982988,0.37877771873849614,0.37540197998990965,0.39857867938216535,2.17632564402888,0.9585441790069815,1.3508868607521418,8.828840698769946,0.37540197998990965,0.9585441790069815,-0.019800960643669208,-6.652515054741066,0.0033757387485864876,1.2177814650218983,0.3983181580520709,-0.02291617806216123,2.777301876421233,2.777301876421233,False
0.021,0.5235987755982988,0.38086571269016706,0.37836121448313104,0.3994193147077155,2.0879939516709367,2.9592344932213854,1.5117216239990663,8.296999736957575,0.37836121448313104,2.9592344932213854,-0.018553602017548465,-6.209005785286639,0.002504498207036021,-0.8712405415504487,0.39857867938216535,-0.02021746489903431,-1.5709455371648469,-1.5709455371648469,False
0.022,0.5235987755982988,0.38284795457896387,0.3814387231377722,0.4005977577166612,1.982241888796815,3.077508654641181,1.668300327063278,7.79567809532764,0.3814387231377722,3.077508654641181,-0.017749803137697306,-5.813436206530825,0.0014092314411916496,-1.0952667658443662,0.3994193147077155,-0.017980591569943305,-1.9222961359391393,-1.9222961359391393,False
0.023,0.5235987755982988,0.38492410683157924,0.38264524962053825,0.40138639361427425,2.076152252615389,1.206526482766035,1.6221229426335537,7.495796078903979,0.38264524962053825,1.206526482766035,-0.016462286782695013,-5.41964382628859,0.0022788572110409855,0.8696257698493541,0.4005977577166612,-0.01795250809612292,2.014945397051829,2.014945397051829,False
0.024,0.5235987755982988,0.38698888921403596,0.38479431296936084,0.40235702553495817,2.0647823824567255,2.1490633488225885,1.6748169832524573,7.1204847207592294,0.38479431296936084,2.1490633488225885,-0.01536813632092221,-5.055702338302504,0.002194576244675117,-0.08428096636586302,0.40138639361427425,-0.01659208064491341,-0.05806562273735416,-0.05806562273735416,False
0.025,0.5235987755982988,0.388972687362135,0.3875489973351103,0.4036181457882601,1.9837981480990339,2.754684365749438,1.7828037215021555,6.7139484187636445,0.3875489973351103,2.754684365749438,-0.014645458426125135,-4.730150270664611,0.0014236900270246933,-0.7708862176504041,0.40235702553495817,-0.014808028199847889,-1.4346971997078715,-1.4346971997078715,False
0.026000000000000002,0.5235987755982988,0.390842772714576,0.3905649602314646,0.40514541155235695,1.8700853524410437,3.0159628963543073,1.9061196389873707,6.312240509235846,0.3905649602314646,3.0159628963543073,-0.014302638837780934,-4.442155156794802,0.00027781248311142814,-1.1458775439132636,0.4036181457882601,-0.013053185556795521,-2.087978579821219,-2.087978579821219,False
0.027,0.5235987755982988,0.3928570698148092,0.39022039818897464,0.4056660882754715,2.0142971002332275,-0.3445620424899487,1.6810514708396387,6.130518878953732,0.39022039818897464,-0.3445620424899487,-0.012809018460662291,-4.116221778720504,0.0026366716258345857,2.358859142723176,0.40514541155235695,-0.014925013363382311,5.065410690984624,3.0,True
0.028,0.5235987755982988,0.39471137999861833,0.3940336022094215,0.40714535472566343,1.8543101838091096,3.813204020446881,1.894266725800363,5.714402623249172,0.3940336022094215,3.813204020446881,-0.012433974727045105,-3.8600924394400624,0.0006777777891968095,-1.9588938366377713,0.4056660882754715,-0.011632486066049996,-3.8950590274763863,-3.0,True
0.029,0.5235987755982988,0.39670996599598773,0.3936379913600546,0.4076255007202573,1.9985859973693785,-0.39561084936690083,1.6652789682836366,5.564324859891447,0.3936379913600546,-0.39561084936690083,-0.010915534724269593,-3.5657388625220685,0.003071974635933117,2.3941968467362793,0.40714535472566343,-0.013507363365608815,5.062877377012177,3.0,True
