time_s,q_ref_rad,q_true_rad,q_measured_rad,q_hat_rad,dq_true_rad_s,dq_hat_rad_s,position_error_rad,velocity_error_rad_s,P_qq,P_dqdq,kalman_gain_q,kalman_gain_dq,innovation_rad,innovation_variance,nis,torque_unsat_nm,torque_applied_nm,saturated,process_disturbance_nm,load_torque_nm
0.0,0.5235987755982988,0.3490658503988659,0.3483737204707123,0.3483737204707123,0.5,0.0,0.0006921299281535953,0.5,nan,nan,nan,nan,nan,nan,nan,5.692591912831449,3.0,True,0.03608569253074123,0.0
0.001,0.5235987755982988,0.34971745232137025,0.3480625953967288,0.3480625953967288,0.6516019225043387,-0.031112507398350912,0.0016548569246414568,0.6827144299026896,nan,nan,nan,nan,nan,nan,nan,5.7688236077297645,3.0,True,0.20936575651630412,0.0
0.002,0.5235987755982988,0.3505288088305066,0.35108582607187466,0.35108582607187466,0.8113565091363534,0.27432181085607127,-0.0005570172413680852,0.537034698280282,nan,nan,nan,nan,nan,nan,nan,5.021460879096743,3.0,True,-0.043807122782904516,0.0
0.003,0.5235987755982988,0.3514864600384519,0.35121423289463677,0.35121423289463677,0.9576512079453474,0.25973031204667474,0.00027222714381514024,0.6979208958986727,nan,nan,nan,nan,nan,nan,nan,5.048300909778863,3.0,True,0.04557530516682185,0.0
0.004,0.5235987755982988,0.3525943347608275,0.3523607570833101,0.3523607570833101,1.1078747223756051,0.34840969970934094,0.00023357767751741587,0.7594650226662643,nan,nan,nan,nan,nan,nan,nan,4.822581219770971,3.0,True,-0.03388632917448204,0.0
0.005,0.5235987755982988,0.35384780198240523,0.3544761796972461,0.3544761796972461,1.253467221577701,0.5251109911320059,-0.0006283777148408665,0.7283562304456951,nan,nan,nan,nan,nan,nan,nan,4.378309788809726,3.0,True,0.07720578086606548,0.0
0.006,0.5235987755982988,0.35525189192749596,0.3551959297465298,0.3551959297465298,1.404089945090701,0.544574896947176,5.5962180966151465e-05,0.859515048143525,nan,nan,nan,nan,nan,nan,nan,4.313559986358338,3.0,True,-0.012821484477879291,0.0
0.007,0.5235987755982988,0.35680143731580083,0.35694186329833666,0.35694186329833666,1.5495453883048986,0.6647107624331439,-0.00014042598253583005,0.8848346258717548,nan,nan,nan,nan,nan,nan,nan,4.0015119706781395,3.0,True,-0.09210275917783584,0.0
0.008,0.5235987755982988,0.35849183562266623,0.3581394970489637,0.3581394970489637,1.6903983068654176,0.7180030612525331,0.0003523385737025375,0.9723952456128845,nan,nan,nan,nan,nan,nan,nan,3.8493408032964593,3.0,True,0.08223902703096271,0.0
0.009000000000000001,0.5235987755982988,0.36033133689128233,0.36021746917340697,0.36021746917340697,1.8395012686160939,0.853999967571607,0.00011386771787535999,0.9855013010444869,nan,nan,nan,nan,nan,nan,nan,3.492795936652989,3.0,True,-0.20616392635150851,0.0
0.01,0.5235987755982988,0.36230474177392197,0.36188823751855687,0.36188823751855687,1.9734048826396324,0.9356768053294361,0.00041650425536510216,1.0377280773101965,nan,nan,nan,nan,nan,nan,nan,3.264927629311191,3.0,True,0.09849324079403066,0.0
0.011,0.5235987755982988,0.364426922776647,0.3642242178182214,0.3642242178182214,2.12218100272505,1.0757071547629455,0.00020270495842561465,1.0464738479621043,nan,nan,nan,nan,nan,nan,nan,2.891428406555053,2.891428406555053,False,-0.022309921535448505,0.0
0.012,0.5235987755982988,0.36668566883373316,0.3672457769548075,0.3672457769548075,2.258746057086142,1.2702923529452592,-0.0005601081210743208,0.9884537041408827,nan,nan,nan,nan,nan,nan,nan,2.3797099824108776,2.3797099824108776,False,0.27369154573731536,0.0
0.013000000000000001,0.5235987755982988,0.3690695095849719,0.36844713505937055,0.36844713505937055,2.38384075123879,1.26339892810704,0.0006223745256013768,1.1204418231317501,nan,nan,nan,nan,nan,nan,nan,2.3553318237651215,2.3553318237651215,False,0.20223102201511464,0.0
0.014,0.5235987755982988,0.37157308735364863,0.3704996987150849,0.3704996987150849,2.5035777686767045,1.3423154008677738,0.0010733886385637104,1.1612623678089307,nan,nan,nan,nan,nan,nan,nan,2.12092667378008,2.12092667378008,False,0.02624664341105609,0.0
0.015,0.5235987755982988,0.374175149267463,0.37315454222672506,0.37315454222672506,2.602061913814365,1.4735682119450102,0.0010206070407379197,1.1284937018693548,nan,nan,nan,nan,nan,nan,nan,1.7557235303789684,1.7557235303789684,False,0.20271872767562807,0.0
0.016,0.5235987755982988,0.3768657451644287,0.3775934802644703,0.3775934802644703,2.690595896965746,1.7701051945250346,-0.0007277351000415933,0.9204907024407116,nan,nan,nan,nan,nan,nan,nan,0.9812779652735468,0.9812779652735468,False,0.17065751769826024,0.0
0.017,0.5235987755982988,0.37960370450275005,0.3788309310436218,0.3788309310436218,2.737959338321329,1.7168397529876807,0.0007727734591282398,1.0211195853336485,nan,nan,nan,nan,nan,nan,nan,1.0542826892520356,1.0542826892520356,False,0.10268325382271026,0.0
0.018000000000000002,0.5235987755982988,0.3823890894832361,0.38193616490987287,0.38193616490987287,2.785384980486044,1.8556791643140182,0.00045292457336321146,0.9297058161720257,nan,nan,nan,nan,nan,nan,nan,0.6583236081991255,0.6583236081991255,False,-0.06860779667279139,0.0
0.019,0.5235987755982988,0.3851930034167202,0.3856350404076674,0.3856350404076674,2.803913933484094,2.039998797662068,-0.0004420369909471922,0.763915135822026,nan,nan,nan,nan,nan,nan,nan,0.14641861675192658,0.14641861675192658,False,0.13150772587030599,0.0
0.02,0.5235987755982988,0.38799959383143406,0.38817798412225707,0.38817798412225707,2.8065904147138583,2.09029328935483,-0.00017839029082300506,0.7162971253590285,nan,nan,nan,nan,nan,nan,nan,-0.04308675842966103,-0.04308675842966103,False,-0.0941980651515898,0.0
0.021,0.5235987755982988,0.39078783927344807,0.3900671784081094,0.3900671784081094,2.7882454420139826,2.0701833890045793,0.0007206608653386737,0.7180620530094033,nan,nan,nan,nan,nan,nan,nan,-0.06172161166497503,-0.06172161166497503,False,0.21664755387378495,0.0
0.022,0.5235987755982988,0.3935726007425731,0.3940909163286074,0.3940909163286074,2.7847614691250593,2.2655388421539198,-0.0005183155860342681,0.5192226269711395,nan,nan,nan,nan,nan,nan,nan,-0.6076351749765507,-0.6076351749765507,False,0.10795919046425882,0.0
0.023,0.5235987755982988,0.3963207681126323,0.39822622097606203,0.39822622097606203,2.7481673700591824,2.4525154226839927,-0.0019054528634297463,0.29565194737518974,nan,nan,nan,nan,nan,nan,nan,-1.1393654451100206,-1.1393654451100206,False,-0.1223794422953491,0.0
0.024,0.5235987755982988,0.3989939276618219,0.40122747594422326,0.40122747594422326,2.673159549189624,2.507389377231716,-0.002233548282401354,0.1657701719579081,nan,nan,nan,nan,nan,nan,nan,-1.353492953415318,-1.353492953415318,False,0.4726362200309775,0.0
0.025,0.5235987755982988,0.4016116577757659,0.4030239896560666,0.4030239896560666,2.6177301139440186,2.43630181069288,-0.00141233188030071,0.18142830325113835,nan,nan,nan,nan,nan,nan,nan,-1.2607729415217048,-1.2607729415217048,False,0.12406597973328713,0.0
0.026000000000000002,0.5235987755982988,0.40416123698759765,0.4035819430496046,0.4035819430496046,2.549579211831721,2.24846696897739,0.0005792939379930528,0.30111224285433114,nan,nan,nan,nan,nan,nan,nan,-0.8796899523289352,-0.8796899523289352,False,0.14917284417303342,0.0
