time_s,q_ref_rad,q_true_rad,q_measured_rad,q_hat_rad,dq_true_rad_s,dq_hat_rad_s,position_error_rad,velocity_error_rad_s,P_qq,P_dqdq,kalman_gain_q,kalman_gain_dq,innovation_rad,innovation_variance,nis,torque_unsat_nm,torque_applied_nm,saturated,process_disturbance_nm,load_torque_nm
0.0,0.5235987755982988,0.3490658503988659,0.3483737204707123,0.3483737204707123,0.5,0.0,0.0006921299281535953,0.5,nan,nan,nan,nan,nan,nan,nan,5.692591912831449,3.0,True,0.03608569253074123,0.0
0.001,0.5235987755982988,0.34971745232137025,0.3480625953967288,0.3480625953967288,0.6516019225043387,-0.3111250739835092,0.0016548569246414568,0.9627269964878479,nan,nan,nan,nan,nan,nan,nan,6.363940291659321,3.0,True,0.20936575651630412,0.0
0.002,0.5235987755982988,0.3505288088305066,0.35108582607187466,0.35108582607187466,0.8113565091363534,3.0232306751458715,-0.0005570172413680852,-2.211874166009518,nan,nan,nan,nan,nan,nan,nan,-0.8208537987453566,-0.8208537987453566,False,-0.043807122782904516,0.0
0.003,0.5235987755982988,0.3512931165611346,0.35102088941731946,0.35102088941731946,0.7643077306280032,-0.06493665455520325,0.00027222714381514024,0.8292443851832064,nan,nan,nan,nan,nan,nan,nan,5.74460375393826,3.0,True,0.04557530516682185,0.0
0.004,0.5235987755982988,0.35220843300847293,0.3519748553309555,0.3519748553309555,0.9153164473383468,0.9539659136360568,0.00023357767751741587,-0.038649466297709933,nan,nan,nan,nan,nan,nan,nan,3.5481165867943605,3.0,True,-0.03388632917448204,0.0
0.005,0.5235987755982988,0.3532701239684472,0.35389850168328807,0.35389850168328807,1.0616909599742888,1.923646352332553,-0.0006283777148408665,-0.8619553923582643,nan,nan,nan,nan,nan,nan,nan,1.4247399461848884,1.4247399461848884,False,0.07720578086606548,0.0
0.006,0.5235987755982988,0.35440350491909434,0.3543475427381282,0.3543475427381282,1.1333809506471102,0.4490410548401158,5.5962180966151465e-05,0.6843398958069944,nan,nan,nan,nan,nan,nan,nan,4.5441619176021195,3.0,True,-0.012821484477879291,0.0
0.007,0.5235987755982988,0.3556834407103733,0.3558238666929091,0.3558238666929091,1.2799357912789306,1.4763239547809226,-0.00014042598253583005,-0.19638816350199195,nan,nan,nan,nan,nan,nan,nan,2.312893841261901,2.312893841261901,False,-0.09210275917783584,0.0
0.008,0.5235987755982988,0.35707055529303383,0.3567182167193313,0.3567182167193313,1.3871145826605413,0.894350026422186,0.0003523385737025375,0.49276455623835536,nan,nan,nan,nan,nan,nan,nan,3.520720419156771,3.0,True,0.08223902703096271,0.0
0.009000000000000001,0.5235987755982988,0.35860800452663916,0.3584941368087638,0.3584941368087638,1.5374492336053027,1.7759200894325033,0.00011386771787535999,-0.23847085582720062,nan,nan,nan,nan,nan,nan,nan,1.5894058704207032,1.5894058704207032,False,-0.20616392635150851,0.0
0.01,0.5235987755982988,0.36020920494337005,0.35979270068800495,0.35979270068800495,1.6012004167308838,1.2985638792411547,0.00041650425536510216,0.3026365374897291,nan,nan,nan,nan,nan,nan,nan,2.561754355517942,2.561754355517942,False,0.09849324079403066,0.0
0.011,0.5235987755982988,0.3619385168900304,0.3617358119316048,0.3617358119316048,1.7293119466603648,1.9431112435998599,0.00020270495842561465,-0.21379929693949506,nan,nan,nan,nan,nan,nan,nan,1.1287576148557639,1.1287576148557639,False,-0.022309921535448505,0.0
