timestamp_s,torque_command_nm,torque_applied_nm,position_true_rad,position_measured_rad,velocity_true_rad_s,velocity_est_rad_s,acceleration_true_rad_s2,acceleration_est_rad_s2,torque_predicted_nm,residual_nm
0.0,0.0,0.0,0.0,-0.0027685197126144545,0.0,3.608592344181904,0.0,-5533.40613103266,nan,nan
0.001,0.006408697382076153,0.006408697382076153,3.204348691038077e-07,0.0008400726315674499,0.00032043486910380767,-1.9248137868507558,0.32043486910380764,-795.474314505709,nan,nan
0.002,0.012816485021031863,0.012816485021031863,1.2804122497827935e-06,-0.006618147286315966,0.0009599773806789856,2.017643715170486,0.6395425115751779,3175.558093413066,nan,nan
0.003,0.019222453395542037,0.019222453395542037,3.197672390716165e-06,0.004875360061908422,0.0019172601409333716,4.426302399975377,0.957282760254386,-2479.7294012081147,nan,nan
0.004,0.025625693427810924,0.025625693427810924,6.38854816247635e-06,0.002234457513634789,0.0031908757717601845,-2.9418150872457436,1.2736156308268127,-3039.5304215497813,nan,nan
0.005,0.032025296705183316,0.032025296705183316,1.116792526640866e-05,-0.0010082701125830645,0.004779377103932309,-1.6527584431241855,1.588501332172125,1994.8075126355482,nan,nan
0.006,0.03842035570157174,0.03842035570157174,1.784920264700383e-05,-0.0010710593726135822,0.006681277380595168,1.0477999380253529,1.9019002766628577,870.1072332511659,nan,nan
0.007,0.044809963998638236,0.044809963998638236,2.6744253118008527e-05,0.0010873297634676417,0.008895050471004699,0.08745602337814617,2.213773090409531,-979.7712568993297,nan,nan
0.008,0.051193216506669637,0.051193216506669637,3.816338421246269e-05,-0.0008961473258572899,0.011419131094454162,-0.9117425757733066,2.524080623449463,826.1382993033538,nan,nan
0.009000000000000001,0.05756920968508511,0.05756920968508511,5.241529926679329e-05,-0.0007361553880789716,0.014251915054330601,1.739732621984854,2.832783959876439,1111.7361712620473,nan,nan
0.01,0.06393704176251508,0.06393704176251508,6.980705874903232e-05,0.002583317918112418,0.017391759482239033,1.3117297667507881,3.1398444279084314,-1542.8504944153256,nan,nan
0.011,0.07029581295639054,0.07029581295639054,9.064404184116193e-05,0.0018873041454226045,0.020836983092129606,-1.3459683668457971,3.445223609890571,-1166.316652648872,nan,nan
0.012,0.07664462569198204,0.07664462569198204,0.00011522990828552213,-0.00010861881557917629,0.02458586644436019,-1.0209035385469556,3.7488833522305836,884.7783963555005,nan,nan
0.013000000000000001,0.08298258482082768,0.08298258482082768,0.00014386656050514626,-0.0001545029316713067,0.02863665221962413,0.4235884258652039,4.050785775263943,66.86807460397276,nan,nan
0.014,0.0893087978384899,0.0893087978384899,0.0001768541060078164,0.0007385580361512316,0.03298754550267013,-0.8871673893390101,4.350893283045998,-684.5040184716385,nan,nan
0.015,0.09562237510158059,0.09562237510158059,0.00021449082008355487,-0.0019288377103493268,0.03763671407573848,-0.945419611078073,4.649168573068349,1480.464255451197,nan,nan
0.016,0.1019224300439946,0.1019224300439946,0.00025707310880519014,-0.0011522811860049146,0.042582288721635254,2.073761121563384,4.945574645896776,736.4750013131229,nan,nan
0.017,0.10820807939229185,0.10820807939229185,0.00030489547234155347,0.0022186845327774414,0.04782236353636331,0.5275303915481727,5.240074814728052,-2686.607629244419,nan,nan
0.018000000000000002,0.11447844338016866,0.11447844338016866,0.00035825046859277977,-9.722040290856916e-05,0.05335499625122629,-3.2994541369254544,5.53263271486298,-535.284684502458,nan,nan
0.019,0.12073264596195854,0.12073264596195854,0.00041742867715709907,-0.004380223741073467,0.059178208564319316,-0.5430389774567433,5.8232123130930225,3456.3951874122085,nan,nan
0.02,0.12696981502510407,0.12696981502510407,0.00048271866363841634,-0.001183298357822056,0.06528998648131724,3.6133362378989626,6.1117779169979265,522.8336075333945,nan,nan
0.021,0.13318908260154055,0.13318908260154055,0.0005544069443038853,0.0028464487347244576,0.071688280665469,0.5026282376100456,6.3982941841517595,-2468.5456655888984,nan,nan
0.022,0.13938958507793317,0.13938958507793317,0.0006327779511005891,-0.0001780418826019647,0.0783710067967038,-1.3237550932788347,6.682726131234783,555.9782834101852,nan,nan
0.023,0.14557046340471033,0.14557046340471033,0.0007181139970403416,0.00019893854816678796,0.0853360459397525,1.614584804430416,6.965039143048701,2432.115693596519,nan,nan
0.024,0.15173086330383387,0.15173086330383387,0.0008106952419615268,0.0030511277262588675,0.09258124492118518,3.5404762939142036,7.245198981432684,-1937.7731095024565,nan,nan
0.025,0.1578699354752503,0.1578699354752503,0.0009107996586767898,0.007279891135995195,0.10010441671526295,-2.260961414574497,7.523171794077774,-2130.008845526574,nan,nan
0.026000000000000002,0.16398683580196527,0.16398683580196527,0.00101870299951529,-0.0014707951028901259,0.10790334083850016,-0.7195413971389452,7.798924123237212,739.5403850824329,nan,nan
0.027,0.1700807255536848,0.1700807255536848,0.0011346787632681204,0.005840808341717305,0.11597576375283039,-0.781880644409631,8.07242291433024,-599.7520822649178,nan,nan
0.028,0.1761507715889672,0.1761507715889672,0.0012589981625453878,-0.003034556391709388,0.12431939927726743,-1.9190455616687807,8.343635524437037,512.4076529691904,nan,nan
0.029,0.18219614655582944,0.18219614655582944,0.0013919300915533376,0.0020027172183797433,0.13293192900794984,0.24293466152874996,8.612529730682402,2059.3870606796245,nan,nan
0.03,0.1882160290907535,0.1882160290907535,0.0015337410942997934,-0.002548687068651888,0.14181100274645572,2.1997285596904685,8.879073738505875,1704.7031760260058,nan,nan
0.031,0.19420960401603693,0.19420960401603693,0.0016846953332360652,0.006402174337760681,0.15095423893627175,3.6523410135807617,9.143236189816022,-1203.7931527457838,nan,nan
0.032,0.20017606253543369,0.20017606253543369,0.0018450545583433636,0.004755994958509636,0.16035922510729833,-0.20785774580109936,9.404986171026597,-3239.1870249613994,nan,nan
0.033,0.2061146024280311,0.2061146024280311,0.0020150780766716343,0.005986458846158482,0.1700235183282707,-2.826033036342037,9.664293220972361,-199.01317660077245,nan,nan
