timestamp_s,torque_command_nm,torque_applied_nm,position_true_rad,position_measured_rad,velocity_true_rad_s,velocity_est_rad_s,acceleration_true_rad_s2,acceleration_est_rad_s2,torque_predicted_nm,residual_nm
3.395,-0.140773914892995,-0.140773914892995,3.4989633987821556,3.4976922454598554,-0.8922741130799428,-0.9058149724106744,-3.483533426034116,1.2700723079289156,-0.05674730045616662,-0.08402661443682839
3.396,-0.1420763318281713,-0.1420763318281713,3.4980675899489366,3.4955216986327926,-0.8958088332190316,-0.904682138675625,-3.534720139088794,0.9486311643355793,-0.06050380074245442,-0.08157253108571688
3.3970000000000002,-0.14342247666327643,-0.14342247666327643,3.497168193227217,3.4991492289337995,-0.8993967217193193,-0.9039177100820028,-3.587888500287695,0.5569630501329907,-0.06512992249316905,-0.07829255417010737
3.398,-0.14481255456743108,-0.14481255456743108,3.4962651534646563,3.4953089048340984,-0.9030397625608135,-0.9035682125753582,-3.643040841494277,0.1252850544395579,-0.0702677728485667,-0.07454478171886439
3.399,-0.14624675912201174,-0.14624675912201174,3.4953584135231894,3.493660239310893,-0.9067399414666709,-0.903667139973123,-3.7001789058573324,-0.36151382222195055,-0.07610083559034111,-0.07014592353167062
3.4,-0.14772527223240117,-0.14772527223240117,3.494447914277877,3.492080050486591,-0.9104992453124243,-0.9042912402198017,-3.759303845753375,-0.9391189209942057,-0.08306222976611426,-0.06466304246628692
3.4010000000000002,-0.1492482640429685,-0.1492482640429685,3.493533594616344,3.4924916715108436,-0.914319661533323,-0.9055453778151109,-3.820416220898728,-1.5899233625793585,-0.09094959429839397,-0.05829866974457454
3.402,-0.15081589285529226,-0.15081589285529226,3.492615391438814,3.498000901689736,-0.9182031775299543,-0.9074710869449598,-3.883515996631321,-2.2319629377390657,-0.09878541574500738,-0.052030477110284884
3.403,-0.1524283050496738,-0.1524283050496738,3.491693239658742,3.4908856846734753,-0.9221517800723181,-0.9100093036905887,-3.9486025423638726,-2.810927443170768,-0.10591510802989901,-0.0465131970197748
3.404,-0.1540856350099433,-0.1540856350099433,3.4907670722040396,3.488493724994922,-0.926167454702526,-0.9130929418313013,-4.015674630207893,-3.357197338615781,-0.11269688593847209,-0.041388749071471206
3.4050000000000002,-0.15578800505159482,-0.15578800505159482,3.4898368200189034,3.490230594685791,-0.9302521851362957,-0.9167236983678203,-4.084730433769637,-3.909680265379245,-0.11959646667683176,-0.03619153837476306
3.406,-0.15753552535326812,-0.15753552535326812,3.48890241206624,3.491717209301413,-0.9344079526634139,-0.9209123023620599,-4.155767527118223,-4.442594740107015,-0.12630619218246378,-0.03122933317080434
3.407,-0.1593282938916098,-0.1593282938916098,3.4879637753306927,3.488021850493878,-0.9386367355473407,-0.9256088878480346,-4.228782883926834,-4.906012700801249,-0.13222464517043048,-0.02710364872117932
3.408,-0.1611663963795142,-0.1611663963795142,3.4870208348222684,3.4884976644341377,-0.942940508424127,-0.9307243277636629,-4.303772876786346,-5.273933139687422,-0.13703360948121215,-0.024132786898302033
3.4090000000000003,-0.1630499062077841,-0.1630499062077841,3.4860735135805676,3.488312413698053,-0.9473212417008198,-0.93615675412741,-4.3807332766926965,-5.527267212438205,-0.1404965703537171,-0.02255333585406699
3.41,-0.16497888439021832,-0.16497888439021832,3.4851217326796142,3.4877900580381884,-0.9517809009535274,-0.9417788621885397,-4.459659252707636,-5.652109323858658,-0.14243701725003674,-0.022541867140181582
3.411,-0.16695337951215075,-0.16695337951215075,3.4841654112332887,3.484984050196398,-0.9563214463253208,-0.9474609727751278,-4.540545371793428,-5.688114070044846,-0.1433191709896741,-0.023634208522476663
3.412,-0.16897342768245358,-0.16897342768245358,3.4832044664013644,3.4784065408312843,-0.9609448319241422,-0.9531550903286301,-4.623385598821395,-5.740267657594309,-0.14439552107075787,-0.024577906611695705
3.4130000000000003,-0.17103905248902154,-0.17103905248902154,3.4822388133961435,3.481859714231979,-0.9656530052208967,-0.9589415080903171,-4.7081732967545085,-5.904369367620261,-0.1468188125237761,-0.024220239965245444
