time_s,q_ref_rad,q_rad,dq_rad_s,q_measured_rad,dq_est_rad_s,state_error_q_rad,state_error_dq_rad_s,torque_unsat_nm,torque_applied_nm,saturated,requested_pole_1_real,requested_pole_1_imag,requested_pole_2_real,requested_pole_2_imag,computed_pole_1_real,computed_pole_1_imag,computed_pole_2_real,computed_pole_2_imag
2.099999999999999922e-01,5.235987755982988157e-01,9.615367847039338334e-02,7.160384127961629819e-01,9.639537877832245194e-02,5.108244840061780812e-01,-4.272033968199763776e-01,5.108244840061780812e-01,8.014854439424662358e-02,8.014854439424662358e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.200000000000000011e-01,5.235987755982988157e-01,1.034288356451036478e-01,7.275157174710263908e-01,1.046996166738674988e-01,5.427844145610106752e-01,-4.188991589244313030e-01,5.427844145610106752e-01,7.751983716153636184e-02,7.751983716153636184e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.300000000000000100e-01,5.235987755982988157e-01,1.108008029009011769e-01,7.371967255797523544e-01,1.102656437643542847e-01,5.441662440097774223e-01,-4.133331318339445448e-01,5.441662440097774223e-01,7.627014196930527457e-02,7.627014196930527457e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.399999999999999911e-01,5.235987755982988157e-01,1.182593248797249724e-01,7.458521978823791088e-01,1.181868904791333469e-01,5.689620867565903239e-01,-4.054118851191654826e-01,5.689620867565903239e-01,7.390811385457857208e-02,7.390811385457857208e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.500000000000000000e-01,5.235987755982988157e-01,1.257889340663674582e-01,7.529609186642496343e-01,1.247033573115943622e-01,5.772305464055413893e-01,-3.988954182867044396e-01,5.772305464055413893e-01,7.227502780878007627e-02,7.227502780878007627e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.600000000000000089e-01,5.235987755982988157e-01,1.333784797136897682e-01,7.589545647322303301e-01,1.333201040880982180e-01,6.056749595300257027e-01,-3.902786715102005699e-01,6.056749595300257027e-01,6.966799789304878310e-02,6.966799789304878310e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.700000000000000178e-01,5.235987755982988157e-01,1.410123355593287109e-01,7.633855845638942705e-01,1.410998384738719469e-01,6.229048074347603992e-01,-3.824989371244268410e-01,6.229048074347603992e-01,6.753023701194162121e-02,6.753023701194162121e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.800000000000000266e-01,5.235987755982988157e-01,1.486778845542015282e-01,7.665548994872811717e-01,1.493322817487952314e-01,6.429387594405172601e-01,-3.742664938495036120e-01,6.429387594405172601e-01,6.522203078613703076e-02,6.522203078613703076e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.899999999999999800e-01,5.235987755982988157e-01,1.563621595596906000e-01,7.684275005489076271e-01,1.571278231667390946e-01,6.566002976759042209e-01,-3.664709524315596934e-01,6.566002976759042209e-01,6.317202991045420268e-02,6.317202991045420268e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
2.999999999999999889e-01,5.235987755982988157e-01,1.640540266307545236e-01,7.691867071063919203e-01,1.647486690448603797e-01,6.671487266895266277e-01,-3.588501065534384082e-01,6.671487266895266277e-01,6.123971689374510530e-02,6.123971689374510530e-02,0.000000000000000000e+00,9.734910186944261135e-01,1.947241676536179758e-02,9.734910186944261135e-01,-1.947241676536179758e-02,9.734910186944260024e-01,1.947241676536182881e-02,9.734910186944260024e-01,-1.947241676536182881e-02
