time_s,q_ref_rad,q_rad,dq_rad_s,q_measured_rad,dq_est_rad_s,state_error_q_rad,state_error_dq_rad_s,torque_unsat_nm,torque_applied_nm,saturated,requested_pole_1_real,requested_pole_1_imag,requested_pole_2_real,requested_pole_2_imag,computed_pole_1_real,computed_pole_1_imag,computed_pole_2_real,computed_pole_2_imag
3.099999999999999978e-01,5.235987755982988157e-01,3.659365152949450306e-01,1.174944097161477297e+00,3.660518568861201305e-01,1.270070212317476299e+00,-1.575469187121786852e-01,1.270070212317476299e+00,-2.846406909583192035e-02,-2.846406909583192035e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.200000000000000067e-01,5.235987755982988157e-01,3.772081100601585302e-01,1.127159476521351955e+00,3.774632099923976858e-01,1.257176722148504178e+00,-1.461355656059011299e-01,1.257176722148504178e+00,-3.552804514583797479e-02,-3.552804514583797479e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.300000000000000155e-01,5.235987755982988157e-01,3.879892901084989187e-01,1.078118004834037524e+00,3.877635569595623277e-01,1.234462519605300290e+00,-1.358352186387364879e-01,1.234462519605300290e+00,-4.062644042390199661e-02,-4.062644042390199661e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.400000000000000244e-01,5.235987755982988157e-01,3.982755305402563284e-01,1.028624043175739411e+00,3.994997453034865309e-01,1.228378151084012382e+00,-1.240990302948122848e-01,1.228378151084012382e+00,-4.871940746796861454e-02,-4.871940746796861454e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.500000000000000333e-01,5.235987755982988157e-01,4.080507915192133628e-01,9.775260978957054370e-01,4.078841642112876476e-01,1.189384525053622133e+00,-1.157146113870111681e-01,1.189384525053622133e+00,-5.050388814443301788e-02,-5.050388814443301788e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.599999999999999867e-01,5.235987755982988157e-01,4.173240899119199931e-01,9.273298392706641469e-01,4.166628548802980836e-01,1.158232979238364102e+00,-1.069359207180007321e-01,1.158232979238364102e+00,-5.348856631266854511e-02,-5.348856631266854511e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.699999999999999956e-01,5.235987755982988157e-01,4.260994891616599056e-01,8.775399249739898044e-01,4.260278385394400402e-01,1.136059517905947391e+00,-9.757093705885877544e-02,1.136059517905947391e+00,-5.794839986814911970e-02,-5.794839986814911970e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.800000000000000044e-01,5.235987755982988157e-01,4.343751837660166926e-01,8.275694604356813588e-01,4.355162527635084158e-01,1.117337708356036297e+00,-8.808252283479039990e-02,1.117337708356036297e+00,-6.289894548548301267e-02,-6.289894548548301267e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
3.900000000000000133e-01,5.235987755982988157e-01,4.421475145420796227e-01,7.772330776062925661e-01,4.424858148540549152e-01,1.075299558425897528e+00,-8.111296074424390046e-02,1.075299558425897528e+00,-6.327190944510519000e-02,-6.327190944510519000e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.000000000000000222e-01,5.235987755982988157e-01,4.494307547381072299e-01,7.283240196027607194e-01,4.502194801084363762e-01,1.045106255127122408e+00,-7.337929548986243944e-02,1.045106255127122408e+00,-6.558401370142902254e-02,-6.558401370142902254e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.100000000000000311e-01,5.235987755982988157e-01,4.562311836547459087e-01,6.800428916638695531e-01,4.568725675233001882e-01,1.007126503763048353e+00,-6.672620807499862750e-02,1.007126503763048353e+00,-6.618803160370828609e-02,-6.618803160370828609e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.199999999999999845e-01,5.235987755982988157e-01,4.625615331105702444e-01,6.330349455824330063e-01,4.627360126988588340e-01,9.650483051423299763e-01,-6.086276289943998163e-02,9.650483051423299763e-01,-6.572746833820375389e-02,-6.572746833820375389e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.299999999999999933e-01,5.235987755982988157e-01,4.684382810391207186e-01,5.876747928550489775e-01,4.675675770650315477e-01,9.168591182898241376e-01,-5.603119853326726796e-02,9.168591182898241376e-01,-6.378860836994920680e-02,-6.378860836994920680e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.400000000000000022e-01,5.235987755982988157e-01,4.738831448379891009e-01,5.444863798868361249e-01,4.747481371707054087e-01,8.969788075175803010e-01,-4.885063842759340691e-02,8.969788075175803010e-01,-6.687602833722289253e-02,-6.687602833722289253e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.500000000000000111e-01,5.235987755982988157e-01,4.788975987915140009e-01,5.014453953524925511e-01,4.785427485934121705e-01,8.452270409928899220e-01,-4.505602700488664514e-02,8.452270409928899220e-01,-6.374907914214147930e-02,-6.374907914214147930e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.600000000000000200e-01,5.235987755982988157e-01,4.835072603998350482e-01,4.609661608321051207e-01,4.829370623818205477e-01,8.046474747776847236e-01,-4.066171321647826797e-02,8.046474747776847236e-01,-6.236046801416367247e-02,-6.236046801416367247e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.700000000000000289e-01,5.235987755982988157e-01,4.877301804404851615e-01,4.222920040650128826e-01,4.870133503835841204e-01,7.649456073175520121e-01,-3.658542521471469522e-02,7.649456073175520121e-01,-6.083479291187841170e-02,-6.083479291187841170e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.799999999999999822e-01,5.235987755982988157e-01,4.915843793057554922e-01,3.854198865270324070e-01,4.908478520215529550e-01,7.267960629654851568e-01,-3.275092357674586063e-02,7.267960629654851568e-01,-5.930701750434175940e-02,-5.930701750434175940e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
4.899999999999999911e-01,5.235987755982988157e-01,4.950873226093132073e-01,3.502943303557706223e-01,4.949399308068559433e-01,6.950372445219665796e-01,-2.865884479144287234e-02,6.950372445219665796e-01,-5.870956084315374218e-02,-5.870956084315374218e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
5.000000000000000000e-01,5.235987755982988157e-01,4.982523091002059035e-01,3.164986490892697235e-01,4.983162854177820011e-01,6.592970661790304998e-01,-2.528249018051681452e-02,6.592970661790304998e-01,-5.711642436576377935e-02,-5.711642436576377935e-02,0.000000000000000000e+00,9.505606696868273975e-01,3.566274359173497027e-02,9.505606696868273975e-01,-3.566274359173497027e-02,9.505606696868272865e-01,3.566274359173491476e-02,9.505606696868272865e-01,-3.566274359173491476e-02
